pmid	title	abstract	journal	year	pmc	eligible
39853609	Integrated Analysis of Bulk RNA Sequencing, eQTL, GWAS, and Single-Cell RNA Sequencing Reveals Key Genes in Hepatocellular Carcinoma.	Hepatocellular carcinoma (HCC) poses a continual therapeutic challenge owing to its elevated incidence and unfavourable prognosis, underscoring the critical need for the discovery of new molecular targets for detection and therapy. This work included the analysis of three publically accessible HCC datasets from TCGA and GEO. Instrumental variables (IVs) were derived via expression quantitative tra	Journal of cellular and molecular medicine	2025	PMC11756993	False
39857769	Identifying MTHFD1 and LGALS4 as Potential Therapeutic Targets in Prostate Cancer Through Multi-Omics Mendelian Randomization Analysis.	Background: Prostate cancer remains one of the leading causes of cancer-related mortality in men worldwide. The treatment of it is currently based on surgical removal, radiotherapy, and hormone therapy. It is crucial to improve therapeutic prospects for the diagnosis and treatment of prostate cancer via drug target screening. Methods: We integrated eQTL data from the eQTLGen Consortium and pQTL da	Biomedicines	2025	PMC11759815	False
39863728	Genetic association of lipid-lowering drug target genes with pancreatic cancer: a Mendelian randomization study.	Previous studies have found that dyslipidemia is a risk factor for pancreatic cancer (PC), and that lipid-lowering drugs may reduce the risk of PC. However, it is not clear whether dyslipidemia causes PC. The Mendelian randomization (MR) study aimed to investigate the causal role of lipid traits in pancreatic cancer and to assess the potential impact of lipid-lowering drug targets on pancreatic ca	Scientific reports	2025	PMC11762976	False
39868518	Insights Into Causal Effects of Genetically Proxied Lipids and Lipid-Modifying Drug Targets on Cardiometabolic Diseases.	The differential impact of serum lipids and their targets for lipid modification on cardiometabolic disease risk is debated. This study used Mendelian randomization to investigate the causal relationships and underlying mechanisms. Genetic variants related to lipid profiles and targets for lipid modification were sourced from the Global Lipids Genetics Consortium. Summary data for 10 cardiometabol	Journal of the American Heart Association	2025	PMC12074789	True
39913044	Association Between Genetically Proxied SLC12A2 Inhibition and Inflammatory Bowel Disease: A Mendelian Randomization Study.	The global rise in hypertension prompts the use of medications to manage blood pressure. However, selecting first-line drugs remains challenging as their efficacy often stems from blood pressure reduction rather than specific pharmacological actions. Evaluating interactions between antihypertensive drugs and common diseases can aid tailored treatment. Here, we assess the potential link between ant	Biochemical genetics	2026		False
39926389	Associations between lipid-lowering drugs and urate and gout outcomes: a Mendelian randomization study.	Gout is a common inflammatory arthritis and lipid metabolism plays a crucial role in urate and gout. Potential associations between urate and gout and lipid-lowering drugs have been revealed in observational studies. However, the effects of lipid-lowering drugs on urate and gout remain controversial. The aim of this study was to investigate the genetic association between lipid-lowering drugs and 	Frontiers in endocrinology	2024	PMC11802419	True
39933264	Single-cell transcriptome-wide Mendelian randomization and colocalization reveals immune-mediated regulatory mechanisms and drug targets for COVID-19.	COVID-19 continues to show long-term impacts on our health. Limited effective immune-mediated antiviral drugs have been launched. We conducted a Mendelian randomization (MR) and colocalization analysis using 26,597 single-cell expression quantitative trait loci (sc-eQTL) to proxy effects of expressions of 16,597 genes in 14 peripheral blood immune cells and tested them against four COVID-19 outcom	EBioMedicine	2025	PMC11867302	True
39936431	Integrative Multi-omics Analysis and Mendelian Randomization Reveal Potential Therapeutic Targets and their Stratification in Lung Squamous Cell Carcinoma.	Lung Squamous Cell Carcinoma (LUSC), a major subtype of non-small cell lung cancer, presents significant treatment challenges due to limited targeted therapy options. This study aims to identify novel therapeutic targets to improve therapeutic strategies for LUSC. By employing bulk RNA sequencing, Weighted Gene Co-expression Network Analysis (WGCNA), survival analysis, and Mendelian Randomization 	Current medicinal chemistry	2026		False
39949133	Association Analysis of the Circulating Proteome With Sarcopenia-Related Traits Reveals Potential Drug Targets for Sarcopenia.	Sarcopenia severely affects the physical health of the elderly. Currently, there is no specific drug available for sarcopenia. This study aims to identify pathogenic proteins and druggable targets for sarcopenia through Mendelian randomization (MR)-based analytical framework. A sequential stepwise screening method that includes two-sample MR, Steiger filtering test and colocalization (MRSC) was ap	Journal of cachexia, sarcopenia and muscle	2025	PMC11825984	True
39950180	NEK4: prediction of available drug targets and common genetic linkages in bipolar disorder and major depressive disorder.	Bipolar disorder (BD) is a mental illness characterized by alternating episodes of elevated mood and depression, while major depressive disorder (MDD) is a debilitating condition that ranks second globally in terms of disease burden. Pharmacotherapy plays a crucial role in managing both BD and MDD. We investigated the genetic differences in populations of individuals with MDD and BD, and from a ge	Frontiers in psychiatry	2025	PMC11821612	True
39965531	Exploration of common molecular mechanisms of psoriatic arthritis and aging based on integrated bioinformatics and single-cell RNA-seq analysis.	This study investigated the key genes shared between Psoriatic arthritis (PSA) and aging. By integrating and analyzing single-cell RNA sequencing data from the synovial fluid of PsA patients, peripheral blood of senescent patients, and the normal population, the subpopulation of cells that were jointly upregulated in both was obtained as the core cellular subpopulation. We analyzed the proposed ch	Biochimica et biophysica acta. Molecular basis of disease	2025		False
